description,base_lorom,base_file_offset,plm_id,plm_name,x,y,param,file_offset,plm_description
"; Room $975C, state $9787. Old Mother Brain room - morph ball and missiles have been collected",8F:83D0,0783D0,B703,,6,15,97AB,0783D6,Scroll PLM
"; Room $975C, state $9787. Old Mother Brain room - morph ball and missiles have been collected",8F:83D0,0783D0,B703,,5,9,97B0,0783DC,Scroll PLM
"; Room $975C, state $9787. Old Mother Brain room - morph ball and missiles have been collected",8F:83D0,0783D0,C842,,46,6,0C19,0783E2,Door. Grey door facing left
"; Room $975C, state $9787. Old Mother Brain room - morph ball and missiles have been collected",8F:83D0,0783D0,C848,,1,6,0C1A,0783E8,Door. Grey door facing right
"; Room $975C, state $9787. Old Mother Brain room - morph ball and missiles have been collected",8F:83D0,0783D0,EEDB,,5,26,0006,0783EE,Missile tank
; Room $97B5. Crateria -> Blue Brinstar elevator,8F:83F6,0783F6,B703,,7,13,9801,0783F6,Scroll PLM
"; Room $9804, state $9835. Bomb Torizo - area torizo is dead",8F:83FE,0783FE,BAF4,,1,6,081B,0783FE,Bomb torizo grey door
"; Room $9804, state $9835. Bomb Torizo - area torizo is dead",8F:83FE,0783FE,EF3B,,12,10,0007,078404,"Bombs, chozo orb"
"; Room $9804, state $9835. Bomb Torizo - area torizo is dead",8F:83FE,0783FE,D6EA,,13,11,0000,07840A,Bomb Torizo's crumbling chozo
"; Room $9804, state $984F. Bomb Torizo - event ""Zebes timebomb set"" is set",8F:8412,078412,DB44,,8,8,000E,078412,Sets Metroids cleared states when required
"; Room $9804, state $984F. Bomb Torizo - event ""Zebes timebomb set"" is set",8F:8412,078412,C848,,1,6,181C,078418,Door. Grey door facing right
"; Room $9879, state $98AA. Pre Bomb Torizo hall - area torizo is dead",8F:8420,078420,C88A,,46,6,001D,078420,Door. Red door facing left
"; Room $9879, state $98C4. Pre Bomb Torizo hall - event ""Zebes timebomb set"" is set",8F:8428,078428,DB44,,8,8,0010,078428,Sets Metroids cleared states when required
; Room $990D. Crateria slope,8F:8432,078432,EED7,,7,42,0008,078432,Energy tank
; Room $9938. Crateria -> Green Brinstar elevator,8F:843A,07843A,B703,,7,13,9966,07843A,Scroll PLM
; Room $9994. Crateria map station,8F:8444,078444,B6D3,,11,10,8000,078444,Map station
; Room $99BD. Crateria space pirate shaft,8F:844C,07844C,B703,,7,67,99F3,07844C,Scroll PLM
; Room $99BD. Crateria space pirate shaft,8F:844C,07844C,B63B,,8,67,8000,078452,Rightwards extension
; Room $99BD. Crateria space pirate shaft,8F:844C,07844C,B703,,9,70,99F6,078458,Scroll PLM
; Room $99BD. Crateria space pirate shaft,8F:844C,07844C,B63B,,10,70,8000,07845E,Rightwards extension
; Room $99BD. Crateria space pirate shaft,8F:844C,07844C,EEDB,,13,27,0009,078464,Missile tank
; Room $99BD. Crateria space pirate shaft,8F:844C,07844C,EEDB,,2,27,000A,07846A,Missile tank
; Room $99BD. Crateria space pirate shaft,8F:844C,07844C,C88A,,14,102,001E,078470,Door. Red door facing left
; Room $99F9. Crateria spike floor room,8F:8478,078478,EEDF,,59,9,000B,078478,Super missile tank
"; Room $9A90, state $9ABC. Crateria chozo missile - event ""Zebes is awake"" is set",8F:8486,078486,EEDB,,4,7,000C,078486,Missile tank
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,B703,,7,113,9B46,07848E,Scroll PLM
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,B703,,16,168,9B4B,078494,Scroll PLM
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,B703,,33,168,9B4B,07849A,Scroll PLM
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,B703,,13,172,9B52,0784A0,Scroll PLM
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,B70B,,6,44,8000,0784A6,Elevator platform
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,EF37,,60,122,000D,0784AC,"Power bomb tank, chozo orb"
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,C890,,1,86,001F,0784B2,Door. Red door facing right
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,C890,,1,70,0020,0784B8,Door. Red door facing right
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,C88A,,14,70,0021,0784BE,Door. Red door facing left
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,C88A,,14,102,0022,0784C4,Door. Red door facing left
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,C890,,1,102,0023,0784CA,Door. Red door facing right
; Room $9AD9. Green Brinstar mainstreet,8F:848E,07848E,C842,,14,118,9024,0784D0,Door. Grey door facing left
; Room $9B5B. Spore Spawn's super missile shaft,8F:84D8,0784D8,B703,,23,11,9B98,0784D8,Scroll PLM
; Room $9B5B. Spore Spawn's super missile shaft,8F:84D8,0784D8,B63B,,24,11,8000,0784DE,Rightwards extension
; Room $9B5B. Spore Spawn's super missile shaft,8F:84D8,0784D8,EF33,,26,135,000E,0784E4,"Super missile tank, chozo orb"
; Room $9B9D. Pre Brinstar map room hall,8F:84EC,0784EC,C842,,46,6,0C25,0784EC,Door. Grey door facing left
; Room $9BC8. Early supers room,8F:84F4,0784F4,B703,,41,14,9BF9,0784F4,Scroll PLM
; Room $9BC8. Early supers room,8F:84F4,0784F4,B63B,,42,14,8000,0784FA,Rightwards extension
; Room $9BC8. Early supers room,8F:84F4,0784F4,B63B,,43,14,8000,078500,Rightwards extension
; Room $9BC8. Early supers room,8F:84F4,0784F4,B703,,4,19,9C00,078506,Scroll PLM
; Room $9BC8. Early supers room,8F:84F4,0784F4,B703,,4,15,9BF9,07850C,Scroll PLM
; Room $9BC8. Early supers room,8F:84F4,0784F4,C88A,,46,22,0026,078512,Door. Red door facing left
; Room $9BC8. Early supers room,8F:84F4,0784F4,EEDB,,19,27,000F,078518,Missile tank
; Room $9BC8. Early supers room,8F:84F4,0784F4,EEDF,,4,6,0010,07851E,Super missile tank
; Room $9C07. Brinstar reserve tank room,8F:8526,078526,B703,,14,11,9C32,078526,Scroll PLM
; Room $9C07. Brinstar reserve tank room,8F:8526,078526,EF7B,,11,7,0011,07852C,"Reserve tank, chozo orb"
; Room $9C07. Brinstar reserve tank room,8F:8526,078526,EF83,,30,7,0012,078532,"Missile tank, shot block"
; Room $9C07. Brinstar reserve tank room,8F:8526,078526,EEDB,,25,7,0013,078538,Missile tank
; Room $9C35. Brinstar map station,8F:8540,078540,B6D3,,5,10,8000,078540,Map station
; Room $9C5E. Fireflea room,8F:8548,078548,C878,,1,38,0027,078548,Door. Green door facing right
; Room $9C89. Green Brinstar missile station,8F:8550,078550,B6EB,,4,10,0014,078550,Missile station
; Room $9CB3. Dachora room,8F:8558,078558,B643,,69,14,8000,078558,Downwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63F,,69,13,8000,07855E,Leftwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63F,,70,13,8000,078564,Leftwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63F,,71,13,8000,07856A,Leftwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63F,,72,13,8000,078570,Leftwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63F,,73,13,8000,078576,Leftwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B703,,74,13,9D11,07857C,Scroll PLM
; Room $9CB3. Dachora room,8F:8558,078558,B647,,64,8,8000,078582,Upwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B647,,64,9,8000,078588,Upwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B647,,64,10,8000,07858E,Upwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B703,,64,11,9D14,078594,Scroll PLM
; Room $9CB3. Dachora room,8F:8558,078558,B643,,75,11,8000,07859A,Downwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B643,,75,10,8000,0785A0,Downwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63B,,75,9,8000,0785A6,Rightwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63B,,74,9,8000,0785AC,Rightwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63B,,73,9,8000,0785B2,Rightwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63B,,72,9,8000,0785B8,Rightwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63B,,71,9,8000,0785BE,Rightwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63B,,70,9,8000,0785C4,Rightwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B63B,,69,9,8000,0785CA,Rightwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B647,,68,9,8000,0785D0,Upwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B647,,68,10,8000,0785D6,Upwards extension
; Room $9CB3. Dachora room,8F:8558,078558,B703,,68,11,9D14,0785DC,Scroll PLM
; Room $9D19. Charge beam room,8F:85E4,0785E4,B703,,46,107,9D84,0785E4,Scroll PLM
; Room $9D19. Charge beam room,8F:85E4,0785E4,B703,,32,122,9D8B,0785EA,Scroll PLM
; Room $9D19. Charge beam room,8F:85E4,0785E4,B703,,61,87,9D8E,0785F0,Scroll PLM
; Room $9D19. Charge beam room,8F:85E4,0785E4,B703,,64,87,9D91,0785F6,Scroll PLM
; Room $9D19. Charge beam room,8F:85E4,0785E4,B703,,31,8,9D96,0785FC,Scroll PLM
; Room $9D19. Charge beam room,8F:85E4,0785E4,B703,,33,8,9D99,078602,Scroll PLM
; Room $9D19. Charge beam room,8F:85E4,0785E4,EEDB,,36,50,0015,078608,Missile tank
; Room $9D19. Charge beam room,8F:85E4,0785E4,EEDB,,34,103,0016,07860E,Missile tank
; Room $9D19. Charge beam room,8F:85E4,0785E4,EF3F,,37,118,0017,078614,"Charge beam, chozo orb"
; Room $9D19. Charge beam room,8F:85E4,0785E4,C85A,,62,70,0028,07861A,Door. Yellow door facing left
; Room $9D19. Charge beam room,8F:85E4,0785E4,C872,,62,102,0029,078620,Door. Green door facing left
; Room $9D19. Charge beam room,8F:85E4,0785E4,C88A,,62,6,002A,078626,Door. Red door facing left
; Room $9D19. Charge beam room,8F:85E4,0785E4,C890,,1,150,002B,07862C,Door. Red door facing right
; Room $9D9C. Pre Spore Spawn hall,8F:8634,078634,C848,,1,6,0C2C,078634,Door. Grey door facing right
; Room $9D9C. Pre Spore Spawn hall,8F:8634,078634,C854,,54,3,0C2D,07863A,Door. Grey door facing down
; Room $9DC7. Spore Spawn,8F:8642,078642,C87E,,6,46,002E,078642,Door. Green door facing up
; Room $9E11. Brinstar super-sidehopper power bomb room,8F:864A,07864A,B703,,8,14,9E40,07864A,Scroll PLM
; Room $9E11. Brinstar super-sidehopper power bomb room,8F:864A,07864A,B703,,8,11,9E49,078650,Scroll PLM
; Room $9E11. Brinstar super-sidehopper power bomb room,8F:864A,07864A,C842,,30,6,0C2F,078656,Door. Grey door facing left
; Room $9E11. Brinstar super-sidehopper power bomb room,8F:864A,07864A,EEE3,,6,23,0018,07865C,Power bomb tank
; Room $9E52. Brinstar diagonal room,8F:8664,078664,C82A,,100,55,8000,078664,Downwards closed gate
; Room $9E52. Brinstar diagonal room,8F:8664,078664,C836,,100,55,0000,07866A,Downwards gate shotblock
; Room $9E52. Brinstar diagonal room,8F:8664,078664,C85A,,30,6,0030,078670,Door. Yellow door facing left
; Room $9E52. Brinstar diagonal room,8F:8664,078664,EEDB,,61,24,0019,078676,Missile tank
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B703,,31,43,9F05,07867E,Scroll PLM
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B647,,8,35,8000,078684,Upwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B647,,8,36,8000,07868A,Upwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B647,,8,37,8000,078690,Upwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B647,,8,38,8000,078696,Upwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B647,,8,39,8000,07869C,Upwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B647,,8,40,8000,0786A2,Upwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B647,,8,41,8000,0786A8,Upwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B647,,8,42,8000,0786AE,Upwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B703,,8,43,9F08,0786B4,Scroll PLM
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B63B,,88,33,8000,0786BA,Rightwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B703,,87,33,9F0B,0786C0,Scroll PLM
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B63B,,88,10,8000,0786C6,Rightwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B703,,87,10,9F0B,0786CC,Scroll PLM
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B63B,,88,38,8000,0786D2,Rightwards extension
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,B703,,87,38,9F0E,0786D8,Scroll PLM
"; Room $9E9F, state $9EB1. Morph ball room - default",8F:867E,07867E,EF23,morph_ball,69,41,001A,0786DE,Morph ball
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B703,,31,43,9F05,0786E6,Scroll PLM
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B647,,8,35,8000,0786EC,Upwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B647,,8,36,8000,0786F2,Upwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B647,,8,37,8000,0786F8,Upwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B647,,8,38,8000,0786FE,Upwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B647,,8,39,8000,078704,Upwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B647,,8,40,8000,07870A,Upwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B647,,8,41,8000,078710,Upwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B647,,8,42,8000,078716,Upwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B703,,8,43,9F08,07871C,Scroll PLM
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B63B,,88,33,8000,078722,Rightwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B703,,87,33,9F0B,078728,Scroll PLM
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B63B,,88,10,8000,07872E,Rightwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B703,,87,10,9F0B,078734,Scroll PLM
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B63B,,88,38,8000,07873A,Rightwards extension
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,B703,,87,38,9F0E,078740,Scroll PLM
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,C848,,1,38,0C31,078746,Door. Grey door facing right
"; Room $9E9F, state $9ECB. Morph ball room - event ""Zebes is awake"" is set",8F:86E6,0786E6,EEE3,,40,42,001B,07874C,Power bomb tank
; Room $9F11. Old Kraid entrance,8F:8754,078754,B703,,4,11,9F5F,078754,Scroll PLM
; Room $9F11. Old Kraid entrance,8F:8754,078754,B63B,,5,11,8000,07875A,Rightwards extension
; Room $9F11. Old Kraid entrance,8F:8754,078754,B63B,,6,11,8000,078760,Rightwards extension
; Room $9F11. Old Kraid entrance,8F:8754,078754,B63B,,7,11,8000,078766,Rightwards extension
; Room $9F11. Old Kraid entrance,8F:8754,078754,B63B,,8,11,8000,07876C,Rightwards extension
; Room $9F11. Old Kraid entrance,8F:8754,078754,B63B,,9,11,8000,078772,Rightwards extension
; Room $9F11. Old Kraid entrance,8F:8754,078754,B63B,,10,11,8000,078778,Rightwards extension
; Room $9F11. Old Kraid entrance,8F:8754,078754,B63B,,11,11,8000,07877E,Rightwards extension
; Room $9F11. Old Kraid entrance,8F:8754,078754,C88A,,14,6,0032,078784,Door. Red door facing left
; Room $9F64. Blue Brinstar ceiling e-tank hall,8F:878C,07878C,B703,,39,11,9FB7,07878C,Scroll PLM
; Room $9F64. Blue Brinstar ceiling e-tank hall,8F:878C,07878C,B703,,39,38,9FB7,078792,Scroll PLM
; Room $9F64. Blue Brinstar ceiling e-tank hall,8F:878C,07878C,EEDB,,46,41,001C,078798,Missile tank
; Room $9F64. Blue Brinstar ceiling e-tank hall,8F:878C,07878C,EF7F,,28,34,001D,07879E,"Energy tank, shot block"
; Room $9FBA. n00b bridge,8F:87A6,0787A6,C872,,94,6,0033,0787A6,Door. Green door facing left
; Room $9FE5. Etecoon area beetom room,8F:87AE,0787AE,B63B,,8,11,8000,0787C6,Rightwards extension
; Room $9FE5. Etecoon area beetom room,8F:87AE,0787AE,B63B,,9,11,8000,0787CC,Rightwards extension
; Room $9FE5. Etecoon area beetom room,8F:87AE,0787AE,EED7,,5,9,001E,0787D2,Energy tank
; Room $9FE5. Etecoon area beetom room,8F:87AE,0787AE,C878,,1,6,0034,0787D8,Door. Green door facing right
; Room $A011. Etecoon area spike hall,8F:87B0,0787B0,B703,,7,11,A04A,0787B0,Scroll PLM
; Room $A011. Etecoon area spike hall,8F:87B0,0787B0,B63B,,8,11,8000,0787B6,Rightwards extension
; Room $A011. Etecoon area spike hall,8F:87B0,0787B0,B63B,,9,11,8000,0787BC,Rightwards extension
; Room $A011. Etecoon area spike hall,8F:87B0,0787B0,EED7,,5,9,001E,0787C2,Energy tank
; Room $A011. Etecoon area spike hall,8F:87B0,0787B0,C878,,1,6,0034,0787C8,Door. Green door facing right
; Room $A051. Etecoon area super missiles,8F:87D0,0787D0,EEDF,,7,9,001F,0787D0,Super missile tank
; Room $A07B. Dachora energy station,8F:87D8,0787D8,B6DF,,4,10,0020,0787D8,Energy station
; Room $A0A4. Post Spore Spawn supers hall,8F:87E0,0787E0,C878,,1,6,0035,0787E0,Door. Green door facing right
; Room $A0D2. Pink Brinstar flooded hall,8F:87E8,0787E8,B647,,15,9,8000,0787E8,Upwards extension
; Room $A0D2. Pink Brinstar flooded hall,8F:87E8,0787E8,B647,,15,10,8000,0787EE,Upwards extension
; Room $A0D2. Pink Brinstar flooded hall,8F:87E8,0787E8,B703,,15,11,A104,0787F4,Scroll PLM
; Room $A0D2. Pink Brinstar flooded hall,8F:87E8,0787E8,EED7,,4,9,0021,0787FA,Energy tank
; Room $A107. Blue Brinstar missile room,8F:8802,078802,EF2F,,4,7,0022,078802,"Missile tank, chozo orb"
; Room $A130. Brinstar wave-gate sidehopper room,8F:880A,07880A,C82A,,17,4,8000,07880A,Downwards closed gate
; Room $A130. Brinstar wave-gate sidehopper room,8F:880A,07880A,C836,,17,4,0002,078810,Downwards gate shotblock
; Room $A130. Brinstar wave-gate sidehopper room,8F:880A,07880A,C848,,1,22,0C36,078816,Door. Grey door facing right
; Room $A130. Brinstar wave-gate sidehopper room,8F:880A,07880A,C842,,30,22,0C37,07881C,Door. Grey door facing left
; Room $A15B. Brinstar wave-gate energy tank,8F:8824,078824,EED7,,11,9,0023,078824,Energy tank
; Room $A184. Spore Spawn save station,8F:882C,07882C,B76F,,5,11,0000,07882C,Save station
; Room $A1AD. Blue Brinstar boulder room,8F:8834,078834,EF83,,5,12,0025,07884C,"Missile tank, shot block"
; Room $A1D8. Blue Brinstar double missile room,8F:8836,078836,EEDB,,7,9,0024,078836,Missile tank
; Room $A1D8. Blue Brinstar double missile room,8F:8836,078836,EF83,,5,12,0025,07883C,"Missile tank, shot block"
; Room $A201. Green Brinstar mainstreet save station,8F:8844,078844,B76F,,5,11,0001,078844,Save station
; Room $A22A. Etecoon area save station,8F:884C,07884C,B76F,,5,11,0002,07884C,Save station
; Room $A253. Red Brinstar mainstreet,8F:8854,078854,B703,,9,106,A28E,078854,Scroll PLM
; Room $A253. Red Brinstar mainstreet,8F:8854,078854,B63B,,10,106,8000,07885A,Rightwards extension
; Room $A253. Red Brinstar mainstreet,8F:8854,078854,C878,,1,150,0038,078860,Door. Green door facing right
; Room $A253. Red Brinstar mainstreet,8F:8854,078854,C860,,1,102,0039,078866,Door. Yellow door facing right
; Room $A293. Pre x-ray spike hall,8F:886E,07886E,C890,,1,6,003A,07886E,Door. Red door facing right
; Room $A2CE. X-ray room,8F:8876,078876,EF63,,5,7,0026,078876,"X-ray scope, chozo orb"
; Room $A2F7. Red Brinstar damage boost hall,8F:887E,07887E,B63B,,6,94,8000,078896,Rightwards extension
; Room $A2F7. Red Brinstar damage boost hall,8F:887E,07887E,B703,,16,55,A374,07889C,Scroll PLM
; Room $A2F7. Red Brinstar damage boost hall,8F:887E,07887E,B703,,13,55,A379,0788A2,Scroll PLM
; Room $A2F7. Red Brinstar damage boost hall,8F:887E,07887E,B70B,,6,44,8000,0788A8,Elevator platform
; Room $A2F7. Red Brinstar damage boost hall,8F:887E,07887E,C82A,,38,53,8000,0788AE,Downwards closed gate
; Room $A2F7. Red Brinstar damage boost hall,8F:887E,07887E,C836,,38,53,000A,0788B4,Downwards gate shotblock
; Room $A2F7. Red Brinstar damage boost hall,8F:887E,07887E,C878,,1,54,003B,0788BA,Door. Green door facing right
; Room $A2F7. Red Brinstar damage boost hall,8F:887E,07887E,C860,,1,86,003C,0788C0,Door. Yellow door facing right
; Room $A2F7. Red Brinstar damage boost hall,8F:887E,07887E,C878,,1,118,003D,0788C6,Door. Green door facing right
; Room $A322. Red Brinstar -> Crateria elevator,8F:8880,078880,B703,,5,94,A36F,078880,Scroll PLM
; Room $A322. Red Brinstar -> Crateria elevator,8F:8880,078880,B63B,,6,94,8000,078886,Rightwards extension
; Room $A322. Red Brinstar -> Crateria elevator,8F:8880,078880,B703,,16,55,A374,07888C,Scroll PLM
; Room $A322. Red Brinstar -> Crateria elevator,8F:8880,078880,B703,,13,55,A379,078892,Scroll PLM
; Room $A322. Red Brinstar -> Crateria elevator,8F:8880,078880,B70B,,6,44,8000,078898,Elevator platform
; Room $A322. Red Brinstar -> Crateria elevator,8F:8880,078880,C82A,,38,53,8000,07889E,Downwards closed gate
; Room $A322. Red Brinstar -> Crateria elevator,8F:8880,078880,C836,,38,53,000A,0788A4,Downwards gate shotblock
; Room $A322. Red Brinstar -> Crateria elevator,8F:8880,078880,C878,,1,54,003B,0788AA,Door. Green door facing right
; Room $A322. Red Brinstar -> Crateria elevator,8F:8880,078880,C860,,1,86,003C,0788B0,Door. Yellow door facing right
; Room $A322. Red Brinstar -> Crateria elevator,8F:8880,078880,C878,,1,118,003D,0788B6,Door. Green door facing right
; Room $A37C. Red Brinstar power bomb floor room,8F:88BE,0788BE,B703,,7,14,A3A9,0788BE,Scroll PLM
; Room $A37C. Red Brinstar power bomb floor room,8F:88BE,0788BE,B63B,,8,14,8000,0788C4,Rightwards extension
; Room $A37C. Red Brinstar power bomb floor room,8F:88BE,0788BE,EEE3,,4,19,0027,0788CA,Power bomb tank
; Room $A37C. Red Brinstar power bomb floor room,8F:88BE,0788BE,C842,,30,6,0C3E,0788D0,Door. Grey door facing left
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,B647,,15,4,8000,0788D8,Upwards extension
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,B647,,15,5,8000,0788DE,Upwards extension
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,B647,,15,6,8000,0788E4,Upwards extension
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,B647,,15,7,8000,0788EA,Upwards extension
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,B647,,15,8,8000,0788F0,Upwards extension
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,B647,,15,9,8000,0788F6,Upwards extension
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,B647,,15,10,8000,0788FC,Upwards extension
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,B647,,15,11,8000,078902,Upwards extension
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,B703,,15,12,A3DA,078908,Scroll PLM
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,EF37,,20,9,0028,07890E,"Power bomb tank, chozo orb"
; Room $A3AE. Red Brinstar power bomb wall room,8F:88D8,0788D8,EEDB,,2,8,0029,078914,Missile tank
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B63B,,17,17,8000,078934,Rightwards extension
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B63B,,18,17,8000,07893A,Rightwards extension
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B63B,,19,17,8000,078940,Rightwards extension
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B703,,16,20,A43E,078946,Scroll PLM
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B63B,,17,20,8000,07894C,Rightwards extension
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B63B,,18,20,8000,078952,Rightwards extension
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B63B,,19,20,8000,078958,Rightwards extension
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B703,,8,17,A439,07895E,Scroll PLM
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B703,,8,20,A43E,078964,Scroll PLM
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B703,,2,17,A439,07896A,Scroll PLM
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,B703,,2,20,A43E,078970,Scroll PLM
; Room $A3DD. Red Brinstar skree-duo hall,8F:891C,07891C,C872,,30,6,003F,078976,Door. Green door facing left
; Room $A408. Pre spazer room,8F:891E,07891E,B703,,16,17,A439,07891E,Scroll PLM
; Room $A408. Pre spazer room,8F:891E,07891E,B63B,,17,17,8000,078924,Rightwards extension
; Room $A408. Pre spazer room,8F:891E,07891E,B63B,,18,17,8000,07892A,Rightwards extension
; Room $A408. Pre spazer room,8F:891E,07891E,B63B,,19,17,8000,078930,Rightwards extension
; Room $A408. Pre spazer room,8F:891E,07891E,B703,,16,20,A43E,078936,Scroll PLM
; Room $A408. Pre spazer room,8F:891E,07891E,B63B,,17,20,8000,07893C,Rightwards extension
; Room $A408. Pre spazer room,8F:891E,07891E,B63B,,18,20,8000,078942,Rightwards extension
; Room $A408. Pre spazer room,8F:891E,07891E,B63B,,19,20,8000,078948,Rightwards extension
; Room $A408. Pre spazer room,8F:891E,07891E,B703,,8,17,A439,07894E,Scroll PLM
; Room $A408. Pre spazer room,8F:891E,07891E,B703,,8,20,A43E,078954,Scroll PLM
; Room $A408. Pre spazer room,8F:891E,07891E,B703,,2,17,A439,07895A,Scroll PLM
